id,title,picture,author,year,language,description,pages,availability,issued,ISBN,category
75,"The Absolutely True Diary of a Part-Time Indian",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344266350l/843804.jpg,"Sherman Alexie",2007,en,"The Absolutely True Diary of a Part-Time Indian is a first-person narrative novel by Sherman Alexie, from the perspective of a Native American teenager, Arnold Spirit Jr., also known as ""Junior"", a 14-year-old promising cartoonist.The book is about Junior's life on the Spokane Indian Reservation and his decision to go to a nearly all-white public high school away from the reservation. The graphic novel includes 65 comic illustrations that help further the plot.[3]

Although critically acclaimed, The Absolutely True Diary has also been the subject of controversy and has consistently appeared on the annual list of frequently challenged books since 2008,[4] becoming the most frequently challenged book from 2010 to 2019. Controversy stems from the novel's depiction of alcohol, poverty, bullying, violence, sexuality, profanity and slurs related to homosexuality and mental disability. As a result, dozens of schools have challenged it, and some schools have banned the book from school libraries or inclusion in curricula.",230,2,0,9780320000000,oth
76,"Howl's Moving Castle","https://images-na.ssl-images-amazon.com/images/I/51iU3qUM2-L._SX308_BO1,204,203,200_.jpg","Diana Wynne Jones",1986,en,"Howl's Moving Castle is a fantasy novel by British author Diana Wynne Jones, first published in 1986 by Greenwillow Books of New York. It was a runner-up for the annual Boston Globeâ€“Horn Book Award[3] and it won the Phoenix Award twenty years later, recognizing its rise from relative obscurity.[4] It was adapted into a 2004 animated film of the same name, which was critically acclaimed and nominated for the Academy Award for Best Animated Feature.

Howl's Moving Castle is the first novel in the series of books called the Howl Series. This series also includes Castle in the Air, published in 1990, and House of Many Ways, published in 2008. WorldCat reports that Howl's Moving Castle is the author's work most widely held in participating libraries, followed by its first sequel Castle in the Air.",212,4,4,9780060000000,fan
77,"A Separate Peace",https://images-na.ssl-images-amazon.com/images/I/81AnggIu5DL.jpg,"John Knowles",1959,en,"A Separate Peace is a coming-of-age novel by John Knowles, published in 1959. Based on his earlier short story ""Phineas"", published in the May 1956 issue of Cosmopolitan, it was Knowles's first published novel and became his best-known work. Set against the backdrop of World War II, A Separate Peace explores morality, patriotism, and loss of innocence through its narrator, Gene.",236,5,3,9780740000000,oth
78,"The Dark is Rising Sequence",https://images-na.ssl-images-amazon.com/images/I/51+cceyY8cL.jpg,"Susan Cooper",1984,en,"The Dark Is Rising is a series of five contemporary fantasy novels for older children and young adults that was written by the British author Susan Cooper and published 1965 to 1977. The Dark Is Rising, the second novel in the series, was published in 1973.

The series is sometimes called The Dark Is Rising Sequence, which is the title of its UK omnibus edition (first 1984) and its US boxed set edition (first 1986).It depicts a struggle between forces of good and evil called the Light and the Dark and is based on Arthurian legends, Celtic mythology, Norse mythology and English folklore. Both magical and ordinary children are prominent throughout the series. It was inaugurated in 1965 with the U.K. publication by Jonathan Cape of Over Sea, Under Stone. The sequels were published 1973 to 1977, almost simultaneously in the U.K. and the U.S. Volume four, The Grey King (1975), won both the Newbery Medal, recognizing the year's ""most distinguished contribution to American literature for children"",[3] and the inaugural Welsh Tir na n-Og Award for English-language books with Welsh background. The concluding Silver on the Tree (1977) also won the annual Tir na n-Og Award.",786,4,1,9780690000000,fan
79,Kaliyugaya,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443720477l/26847540._SY475_.jpg,"Martin Wickremasinghe",1957,lk,"Kaliyugaya (Sinhala, Age of Darkness) is a novel written by Sinhala writer Martin Wickremasinghe and first published in 1957. It is the second book of Wickremasinghe's trilogy that started with Gamperaliya - transformation of a village. The final book of the trilogy is Yuganthaya (culmination of the era).",191,6,5,9789550000000,nov
80,Gamperaliya,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290582737l/9757652.jpg,"Martin Wickremasinghe",1944,lk,"Gamperaliya (The Transformation of a Village) is a novel written by Sri Lankan writer Martin Wickremasinghe[2] and first published in 1944. Wickremasinghe subsequently wrote Kaliyugaya and Yuganthaya, as a trilogy encompassing three generation of the same family and the changing society, culture and economic environment of Sri Lanka between the early and mid 20th century.",234,6,5,9789560000000,nov
81,"Madol Doova",https://static-01.daraz.lk/p/da45a37ab4c76e2a2e2aaee08afe5aa4.jpg_340x340q80.jpg_.webp,"Martin Wickremasinghe",1947,lk,"Madol Doova (Sinhala: à¶¸à¶©à·œà¶½à·Š à¶¯à·–à·€ is a children's novel and coming-of-age story written by Sri Lankan writer Martin Wickramasinghe and first published in 1947. The book recounts the misadventures of Upali Giniwella and his friends on the Southern coast of Sri Lanka during the 1890s. It later describes the efforts of Upali and his friend Jinna to lead their lives in a small deserted island. The novel has been translated into several languages, and was made into a film of the same name in 1976.",135,6,3,9781850000000,oth
82,"Amba Yaluwo",https://upload.wikimedia.org/wikipedia/en/a/a6/Amba_Yaluwo.jpg,"T. B. Ilangaratne",1957,lk,"Amba Yaluwo (Sinhala: à¶…à¶¹ à¶ºà·à¶½à·”à·€à·, English: Best Friends) is a 1957 novel by Sri Lankan author Tikiri Bandara Ilangaratne. The novel has been translated into multiple languages with the English translation by Seneviratne B. Aludeniy published by Sarasavi Publishers in 1998.",187,5,0,9789560000000,oth
83,Viragaya,"https://images-na.ssl-images-amazon.com/images/I/510oeRKUeEL._SX319_BO1,204,203,200_.jpg","Martin Wickremasinghe",1956,lk,"Viragaya (Devoid of Passions) is a 1956 novel written by Martin Wickremasinghe. The novel is considered an outstanding work in modern Sinhalese fiction due to the significance of its theme and the sophistication of its technique.[1] The story is based on a virtuous character called Aravinda, a Sinhalese youth raised in a traditional Buddhist family in the South.",198,4,3,9789550000000,nov
84,"Der Tod in Venedig - Death in Venice",https://images-na.ssl-images-amazon.com/images/I/51tA4FM4RzL.jpg,"Thomas Mann",1912,gr,"Death in Venice (German: Der Tod in Venedig) is a novella written by the German author Thomas Mann published in 1912.[1] The work presents a great writer who visits Venice and is liberated, uplifted, and then increasingly obsessed by the sight of a stunningly beautiful youth.",140,2,1,9783600000000,nov
85,"Die Blechtrommel",https://d3525k1ryd2155.cloudfront.net/f/573/420/9780375420573.RH.0.x.jpg,"GÃ¼nter Grass",1959,gr,"The Tin Drum (German: Die Blechtrommel, pronounced [diË ËˆblÉ›Ã§ËŒtÊÉ”mlÌ©] (About this soundlisten)) is a 1959 novel by GÃ¼nter Grass. The novel is the first book of Grass's Danziger Trilogie (Danzig Trilogy). It was adapted into a 1979 film, which won both the 1979 Palme d'Or and the Academy Award for Best Foreign Language Film in 1980.",578,2,1,9780550000000,oth
86,"Die unendliche Geschichte - The Neverending Story",https://images-na.ssl-images-amazon.com/images/I/91+dhWIZp+L.jpg,"Michael Ende",1979,gr,"The Neverending Story (German: Die unendliche Geschichte) is a fantasy novel by German writer Michael Ende, published in 1979. The first English translation, by Ralph Manheim, was published in 1983. The novel was later adapted into several films.",448,2,1,9780140000000,fan
87,Buddenbrooks,"https://images-na.ssl-images-amazon.com/images/I/51mf70Pjz8L._SX310_BO1,204,203,200_.jpg","Thomas Mann",1901,gr,"Buddenbrooks is a 1901 novel by Thomas Mann, chronicling the decline of a wealthy north German merchant family over the course of four generations, incidentally portraying the manner of life and mores of the Hanseatic bourgeoisie in the years from 1835 to 1877.",752,1,1,978048683614,oth
88,"Der Zauberberg",https://kbimages1-a.akamaihd.net/81b71523-c62a-49ec-bcc8-8a443bac3263/1200/1200/False/the-magic-mountain-12.jpg,"Thomas Mann",1924,gr,"The Magic Mountain (German: Der Zauberberg, pronounced is a novel by Thomas Mann, first published in German in November 1924. It is widely considered to be one of the most influential works of twentieth-century German literature.

Mann started writing what was to become The Magic Mountain in 1912. It began as a much shorter narrative which revisited in a comic manner aspects of Death in Venice, a novella that he was preparing for publication. The newer work reflected his experiences and impressions during a period when his wife, who was suffering from a lung complaint, resided at Dr. Friedrich Jessen's Waldsanatorium in Davos, Switzerland for several months. In May and June 1912, Mann visited her and became acquainted with the team of doctors and patients in this cosmopolitan institution. According to Mann, in the afterword that was later included in the English translation of his novel, this stay inspired his opening chapter",720,2,1,9780680000000,nov
89,"The Power of Positive Thinking",https://images-na.ssl-images-amazon.com/images/I/71voSxaJIKL.jpg,"Norman Vincent Peale",1952,en,"The Power of Positive Thinking: A Practical Guide to Mastering the Problems of Everyday Living is a 1952 self-help book by American minister Norman Vincent Peale. It provides anecdotal ""case histories"" of positive thinking using a biblical approach, and practical instructions which were designed to help the reader achieve a permanent and optimistic attitude. These techniques usually involved affirmations and visualizations. Peale claimed that such techniques would give the reader a higher satisfaction and quality of life. The book was negatively reviewed by scholars and health experts, but was popular among the general public and has sold well.",218,1,1,9780740000000,oth
90,"The Color Purple","https://images-na.ssl-images-amazon.com/images/I/51ZqTFVki1L._SX303_BO1,204,203,200_.jpg","Alice Walker",1982,en,"The Tragedy of Hamlet, Prince of Denmark, or more simply Hamlet, is a tragedy by William Shakespeare, believed to have been written between 1599 and 1601. The play, set in Denmark, recounts how Prince Hamlet exacts revenge on his uncle Claudius, who has murdered Hamlet's father, the King, and then taken the throne and married Gertrude, Hamlet's mother. The play vividly charts the course of real and feigned madnessâ€”from overwhelming grief to seething rageâ€”and explores themes of treachery, revenge, incest, and moral corruption.",300,2,1,9780160000000,oth
91,"Honglou Meng - Dream of the Red Chamber",https://images-na.ssl-images-amazon.com/images/I/A1UwZlcX9tL.jpg,"Cao Xueqin",1971,ch,"Dream of the Red Chamber (Honglou Meng) or The Story of the Stone (Shitou Ji), composed by Cao Xueqin, is one of Chinese literature's Four Great Classical Novels. It was written in the middle of the 18th century during the Qing dynasty. The novel is believed to be semi-autobiographical, mirroring the rise and decline of author Cao Xueqin's own family and, by extension, of the Qing dynasty.",329,2,2,9780390000000,nov
92,"To Kill a Mockingbird",https://upload.wikimedia.org/wikipedia/commons/4/4f/To_Kill_a_Mockingbird_%28first_edition_cover%29.jpg,"Harper Lee",1960,en,"To Kill a Mockingbird is a novel by the American author Harper Lee. It was published in 1960 and was instantly successful. In the United States, it is widely read in high schools and middle schools. To Kill a Mockingbird has become a classic of modern American literature, winning the Pulitzer Prize. The plot and characters are loosely based on Lee's observations of her family, her neighbors and an event that occurred near her hometown of Monroeville, Alabama, in 1936, when she was ten.",384,2,0,9780450000000,oth
93,Matilda,https://cdn.waterstones.com/bookjackets/large/9780/1413/9780141365466.jpg,"Roald Dahl",1988,en,"Beloved is a 1987 novel by the American writer Toni Morrison. Set after the American Civil War, it tells the story of a family of former slaves whose Cincinnati home is haunted by a malevolent spirit. Beloved is inspired by an event that actually happened: Margaret Garner, a slave in Kentucky, escaped and fled to the free state of Ohio in 1856. She was subject to capture in accordance with the Fugitive Slave Act of 1850; when U.S. marshals burst into the cabin where Garner and her husband had barricaded themselves, she was attempting to kill her children, and had already killed her two-year-old daughter, to spare them from being returned to slavery.",233,4,5,9780140000000,fan
94,"The Railway Children",https://images-na.ssl-images-amazon.com/images/I/91pPUe54GtL.jpg,"Edith Nesbit",1906,en,"The Railway Children is a children's book by Edith Nesbit, originally serialised in The London Magazine during 1905 and first published in book form in 1906. It has been adapted for the screen several times, of which the 1970 film version is the best known. The Oxford Dictionary of National Biography credits Oswald Barron, who had a deep affection for Nesbit, with having provided the plot. The setting is thought to be inspired by Edith's walks to Grove Park nature reserve, close to where she lived on Baring Rd. Grove Park station, near the reserve, now has a mural commemorating this connection.",279,4,2,9781520000000,kid
95,"Tom's Midnight Garden",https://images-na.ssl-images-amazon.com/images/I/71U0ZVx43ZL.jpg,"Philippa Pearce",1958,en,"Tom's Midnight Garden is a children's fantasy novel by Philippa Pearce. It was first published in 1958 by Oxford with illustrations by Susan Einzig. It has been reissued in print many times and also adapted for radio, television, the cinema, and the stage. Pearce won the annual Carnegie Medal from the Library Association, recognising the year's outstanding children's book by a British subject.In 2007, for a celebration of the Carnegie Medal's 70th anniversary, a panel named Tom's Midnight Garden one of the top ten Medal-winning works[3] and the British public elected it the nation's second-favourite.",240,3,3,9780060000000,kid
96,"The Story of Doctor Dolittle",https://images-na.ssl-images-amazon.com/images/I/91YDjcegKjL.jpg,"Hugh Lofting",1920,en,"The Story of Doctor Dolittle, Being the History of His Peculiar Life at Home and Astonishing Adventures in Foreign Parts (1920), written and illustrated by the British author Hugh Lofting, is the first of his Doctor Dolittle books, a series of children's novels about a man who learns to talk to animals and becomes their champion around the world. It was one of the novels in the series which was adapted into the 1967 film Doctor Dolittle.",180,3,3,9780490000000,fan
97,"Anna Karenina",https://images-na.ssl-images-amazon.com/images/I/71r+wVYQp3L.jpg,"Leo Tolstoy",1878,ru,"Anna Karenina is a novel by the Russian author Leo Tolstoy, first published in book form in 1878. Many writers consider it to be one of the greatest works of literature ever written,[2] and Tolstoy himself called it his first true novel. It was initially released in serial installments from 1875 to 1877, all but the last part appearing in the periodical The Russian Messenger.",864,4,2,9780140000000,nov
98,"The Winter Queen","https://images-na.ssl-images-amazon.com/images/I/51nTqcjIN2L._SX331_BO1,204,203,200_.jpg","Boris Akunin",1998,ru,"The Winter Queen (Russian: ÐÐ·Ð°Ð·ÐµÐ»ÑŒ, Azazel) is the first novel from the Erast Fandorin series of historical detective novels, written by Russian author Boris Akunin. The novel opens on 13 May 1876 with a university student, Pyotr Kokorin, committing suicide in the public park in front of a beautiful young noblewoman, Elizaveta von Evert-Kolokoltseva. His will leaves his large fortune to the newly opened Moscow chapter of Astair House, an international network of schools for orphan boys founded by an English noblewoman, Lady Astair. The apparently open-and-shut suicide case falls to inexperienced 20-year-old detective Erast Fandorin. He interviews Elizaveta, and immediately falls in love with her. Further investigation reveals that Kokorin was playing Russian roulette (called ""American roulette"" in the novel) with another university student, Akhtyrtsev.",222,2,1,9781950000000,nov
99,"Fathers and Sons",https://pictures.abebooks.com/isbn/9781985718777-us.jpg,"Ivan Turgenev",1862,ru,"Fathers and Sons also translated more literally as Fathers and Children, is an 1862 novel by Ivan Turgenev, published in Moscow by Grachev & Co.[1] It is one of the most acclaimed Russian novels of the 19th century.",296,3,1,9780200000000,nov
100,"The Gambler",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630563932l/12857.jpg,"Fyodor Dostoevsky",1866,ru,"The Gambler  is a short novel by Fyodor Dostoevsky about a young tutor in the employment of a formerly wealthy Russian general. The novella reflects Dostoevsky's own addiction to roulette, which was in more ways than one the inspiration for the book: Dostoevsky completed the novella in 1866 under a strict deadline to pay off gambling debts.",193,2,0,9784110000000,nov
101,Resurrection,"https://images-na.ssl-images-amazon.com/images/I/41CRuB1v89L._SX324_BO1,204,203,200_.jpg","Leo Tolstoy",1999,ru,"Resurrection (pre-reform Russian: Ð’Ð¾ÑÐºÑ€ÐµÑÐµÐ½Ñ–Ðµ; post-reform Russian: Ð’Ð¾ÑÐºÑ€ÐµÑÐµÐ½Ð¸Ðµ, tr. VoskresÃ©niye, also translated as The Awakening), first published in 1899, was the last novel written by Leo Tolstoy. The book is the last of his major long fiction works published in his lifetime. Tolstoy intended the novel as a panoramic view of Russia at the end of the 19th century from the highest to the lowest levels of society and an exposition of the injustice of man-made laws and the hypocrisy of the institutionalized church. The novel also explores the economic philosophy of Georgism, of which Tolstoy had become a very strong advocate towards the end of his life, and explains the theory in detail.",292,2,0,9781500000000,nov
102,"The Kreutzer Sonata",https://images-na.ssl-images-amazon.com/images/I/81cBoZnyWLL.jpg,"Leo Tolstoy",1889,ru,"The Kreutzer Sonata (Russian: ÐšÑ€ÐµÐ¹Ñ†ÐµÑ€Ð¾Ð²Ð° ÑÐ¾Ð½Ð°Ñ‚Ð°, Kreitzerova Sonata) is a novella by Leo Tolstoy, named after Beethoven's Kreutzer Sonata. The novella was published in 1889, and was promptly censored by the Russian authorities. The work is an argument for the ideal of sexual abstinence and an in-depth first-person description of jealous rage. The main character, Pozdnyshev, relates the events leading up to his killing of his wife: in his analysis, the root causes for the deed were the ""animal excesses"" and ""swinish connection"" governing the relation between the sexes.",118,2,1,9780810000000,nov
103,"The Double",https://images-na.ssl-images-amazon.com/images/I/61Fy8-a89HL.jpg,"Fyodor Dostoyevsky",1846,ru,"The Double: A Petersburg Poem is a novella written by Fyodor Dostoevsky. It was first published on 30 January 1846 in the Otechestvennye zapiski.[1] It was subsequently revised and republished by Dostoevsky in 1866",145,1,1,9780490000000,nov
